Num. IRP	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093423/2024-25	46.344.050/0001-97	SUL AGUA EQUIPAMENTOS LTDA	SC	R$63.942,00	R$0,00	9	Frigobar, 120 L	38	R$1.197,89	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093423/2024-25	46.344.050/0001-97	SUL AGUA EQUIPAMENTOS LTDA	SC	R$63.942,00	R$0,00	12	Sanduicheira	50	R$80,95	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093423/2024-25	46.344.050/0001-97	SUL AGUA EQUIPAMENTOS LTDA	SC	R$63.942,00	R$0,00	23	Frigobar, 120 L	12	R$1.197,89	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093429/2024-57	65.149.197/0002-51	REPREMIG – REPRESENTAÇÃO E COMÉRCIO DE MINAS GERAIS LTDA	ES	R$62.472,00	R$0,00	13	Smart TV 4k, 43''	38	R$1.644,00	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093431/2024-03	45.329.312/0001-81	BT COMÉRCIO INTELIGENTE LTDA	ES	R$30.308,55	R$0,00	14	Smart TV 4k, 55''	15	R$2.020,57	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093436/2024-62	48.277.417/0001-22	CITASP DISTRIBUIDOR DE EQUIPAMENTOS SOCIEDADE UNIPESSOAL LTDA	SP	R$13.637,85	R$0,00	15	Ventilador, 50 cm	15	R$186,19	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093436/2024-62	48.277.417/0001-22	CITASP DISTRIBUIDOR DE EQUIPAMENTOS SOCIEDADE UNIPESSOAL LTDA	SP	R$13.637,85	R$0,00	16	Ventilador, 60 cm	50	R$216,90	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093437/2024-35	35.576.748/0001-11	Shine Soluções	PB	R$6.350,00	R$0,00	17	Telefone sem fio	50	R$127,00	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093441/2024-24	52.390.100/0001-75	ELITE TECH SUPRIMENTOS LTDA	DF	R$30.066,42	R$0,00	19	Ar condicionado 30.000	3	R$5.018,94	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093441/2024-24	52.390.100/0001-75	ELITE TECH SUPRIMENTOS LTDA	DF	R$30.066,42	R$0,00	21	Ar condicionado 18.000	5	R$3.001,92	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093446/2024-83	39.874.744/0001-70	JP Comércio e Serviços	DF	R$24.000,00	R$0,00	25	Smart TV 4K, 43''	12	R$2.000,00	0	R$ -	N/A	N/A	0	0	R$ -
17/2023	Aquisição Salas Modulares	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.125743/2023-97		Não informado		R$0,00	R$0,00		0	R$ -	0	R$ -	N/A	N/A	0	0	R$ -
18/2023	Aquisição Materiais Esportivos	CAVN - DIRECAO DO COLEGIO	Edmilson Costa da Silva	CCHSA - COORD. ESPORTES			Não informado		R$0,00	R$0,00		0	R$ -	0	R$ -	N/A	N/A	0	0	R$ -
19/2023	Aquisição Materiais TIC	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA-LAB. INFORMATICA	23074.077355/2023		20.721.030/0001-02	ALL IN-SOLUCOES TECNOLOGICAS	MG	R$8.420,00	R$0,00	38	Cabo de rede UTP	10	R$842,00	0	R$ -	N/A	N/A	0	0	R$ -
19/2023	Aquisição Materiais TIC	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA-LAB. INFORMATICA	23074.077355/2023		02.213.325/0002-69	PLUGNET COMÉRCIO E REPRESENTAÇÕES LTDA.	PB	R$155.640,00	R$0,00	39	Dell Optiplex Micro 7010	30	R$5.188,00	0	R$ -	N/A	N/A	0	0	R$ -
19/2023	Aquisição Materiais TIC	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA-LAB. INFORMATICA	23074.077355/2023		50.002.164/0001-26	ARKHAGGELOS COMERCIO LTDA	PE	R$3.560,80	R$0,00	41	Fonte chaveada, 200 W	40	R$89,02	0	R$ -	N/A	N/A	0	0	R$ -
19/2023	Aquisição Materiais TIC	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA-LAB. INFORMATICA	23074.077355/2023		50.278.029/0001-08	Produtos Salinas LTDA	MG	R$78.300,00	R$0,00	42	Monitor Dell, tipo 2	29	R$2.700,00	0	R$ -	N/A	N/A	0	0	R$ -
