Num. Pregão	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor Unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Valor Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	20	Béquer 100 ml	217	R$4,66	217	R$1.011,22	N/A	N/A	R$4,66	0	217	R$1.011,22
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	23	Balão 250 ml	5	R$28,62	5	R$143,10	N/A	N/A	R$28,62	0	5	R$143,10
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	24	Bastão 5 x 300 mm	20	R$3,00	20	R$60,00	N/A	N/A	R$3,00	0	20	R$60,00
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	25	Bastão 10 x 300 mm	30	R$3,93	30	R$117,90	N/A	N/A	R$3,93	0	30	R$117,90
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	27	Béquer 50 ml	112	R$3,54	112	R$396,48	N/A	N/A	R$3,54	0	112	R$396,48
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	28	Béquer 4000 ml	25	R$67,49	25	R$1.687,25	N/A	N/A	R$67,49	0	25	R$1.687,25
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	29	Béquer 2000 ml	34	R$17,82	34	R$605,88	N/A	N/A	R$17,82	0	34	R$605,88
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	30	Bombona 20 L	12	R$80,13	12	R$961,56	N/A	N/A	R$80,13	0	12	R$961,56
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	33	Butirómetro 25 ml	22	R$112,65	22	R$2.478,30	N/A	N/A	R$112,65	0	22	R$2.478,30
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	34	Bureta 50 ml	13	R$65,99	13	R$857,87	N/A	N/A	R$65,99	0	13	R$857,87
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	35	Butirómetro 25 ml	20	R$103,69	20	R$2.073,80	N/A	N/A	R$103,69	0	20	R$2.073,80
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	36	Caixa 96 ponteiras	11	R$23,15	11	R$254,65	N/A	N/A	R$23,15	0	11	R$254,65
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	44	Erlenmeyer 500 ml	30	R$24,22	30	R$726,60	N/A	N/A	R$24,22	0	30	R$726,60
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	46	Espátula 25 cm	20	R$16,67	20	R$333,40	N/A	N/A	R$16,67	0	20	R$333,40
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	48	Estante para 15 unidades	27	R$19,61	27	R$529,47	N/A	N/A	R$19,61	0	27	R$529,47
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	49	Frasco 1000 ml	20	R$35,00	20	R$700,00	N/A	N/A	R$35,00	0	20	R$700,00
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	50	Frasco 500 ml	30	R$7,08	30	R$212,40	N/A	N/A	R$7,08	0	30	R$212,40
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	52	Gral 250 ml	20	R$26,18	20	R$523,60	N/A	N/A	R$26,18	0	20	R$523,60
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	57	Papel de filtro 30 cm	10	R$225,33	10	R$2.253,30	N/A	N/A	R$225,33	0	10	R$2.253,30
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	59	Pinça 22 cm	2	R$47,19	2	R$94,38	N/A	N/A	R$47,19	0	2	R$94,38
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	60	Pinça 10 cm	25	R$27,97	25	R$699,25	N/A	N/A	R$27,97	0	25	R$699,25
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	62	Pipeta 10 ml	30	R$3,61	30	R$108,30	N/A	N/A	R$3,61	0	30	R$108,30
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	63	Pipeta 25 ml	38	R$8,15	38	R$309,70	N/A	N/A	R$8,15	0	38	R$309,70
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	65	Placa de petri 15 mm	530	R$8,83	530	R$4.679,90	N/A	N/A	R$8,83	0	530	R$4.679,90
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	68	Proveta 25 ml	11	R$21,72	11	R$238,92	N/A	N/A	R$21,72	0	11	R$238,92
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	69	Proveta 250 ml	18	R$15,28	18	R$275,04	N/A	N/A	R$15,28	0	18	R$275,04
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	70	Proveta 500 ml	15	R$67,41	15	R$1.011,15	N/A	N/A	R$67,41	0	15	R$1.011,15
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	71	Proveta 1000 ml	25	R$56,00	25	R$1.400,00	N/A	N/A	R$56,00	0	25	R$1.400,00
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	74	Proveta 1000 ml	10	R$24,00	10	R$240,00	N/A	N/A	R$24,00	0	10	R$240,00
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	75	Proveta 100 ml	10	R$5,79	10	R$57,90	N/A	N/A	R$5,79	0	10	R$57,90
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	76	Suporte 10 unidades	2	R$116,51	2	R$233,02	N/A	N/A	R$116,51	0	2	R$233,02
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	79	Béquer 250 ml	15	R$5,94	15	R$89,10	N/A	N/A	R$5,94	0	15	R$89,10
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	80	Bureta 50 ml	1	R$5.191,33	1	R$5.191,33	2024NE000045	9.593	R$5.191,33	1	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036832/2024-38	35.257.760/0001-63	LAB VISION - COMERCIO DE PRODUTOS LABORATORIAIS LTDA	PR	R$2.637,41	R$2.637,41	31	Bureta 25 ml	23	R$64,99	23	R$1.494,77	2024NE000041	3.070	R$64,99	23	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036832/2024-38	35.257.760/0001-63	LAB VISION - COMERCIO DE PRODUTOS LABORATORIAIS LTDA	PR	R$2.637,41	R$2.637,41	32	Bureta 10 ml	12	R$52,37	12	R$628,44	2024NE000041	3.070	R$52,37	12	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036832/2024-38	35.257.760/0001-63	LAB VISION - COMERCIO DE PRODUTOS LABORATORIAIS LTDA	PR	R$2.637,41	R$2.637,41	73	Proveta 250 ml	20	R$8,58	20	R$171,60	2024NE000041	3.070	R$8,58	20	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036832/2024-38	35.257.760/0001-63	LAB VISION - COMERCIO DE PRODUTOS LABORATORIAIS LTDA	PR	R$2.637,41	R$2.637,41	77	Tubo 50 ml	80	R$2,97	80	R$237,60	2024NE000041	3.070	R$2,97	80	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036832/2024-38	35.257.760/0001-63	LAB VISION - COMERCIO DE PRODUTOS LABORATORIAIS LTDA	PR	R$2.637,41	R$2.637,41	78	Vidro 10 cm	15	R$7,00	15	R$105,00	2024NE000041	3.070	R$7,00	15	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037841/2024-52	38.010.273/0001-90	GUISOTECH COMERCIO DE EQUIPAMENTOS LTDA	SP	R$3.018,50	R$3.018,50	17	Bandeja plástica 30,3 cm	60	R$11,50	60	R$690,00	2024NE000036	394	R$11,50	60	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037841/2024-52	38.010.273/0001-90	GUISOTECH COMERCIO DE EQUIPAMENTOS LTDA	SP	R$3.018,50	R$3.018,50	18	Bandeja plástica 53,2 cm	50	R$22,00	50	R$1.100,00	2024NE000036	394	R$22,00	50	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037841/2024-52	38.010.273/0001-90	GUISOTECH COMERCIO DE EQUIPAMENTOS LTDA	SP	R$3.018,50	R$3.018,50	19	Bandeja plástica 43,5 cm	65	R$18,90	65	R$1.228,50	2024NE000036	394	R$18,90	65	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	4	Tubo 50 ml	100	R$1,30	100	R$130,00	2024NE000037	424	R$1,30	100	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	21	Béquer 25 ml	67	R$3,00	67	R$201,00	2024NE000037	424	R$3,00	67	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	22	Béquer 250 ml	102	R$6,43	102	R$655,86	2024NE000037	424	R$6,43	102	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	26	Béquer 500 ml	60	R$9,50	60	R$570,00	2024NE000037	424	R$9,50	60	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	41	Erlenmeyer 250 ml	87	R$11,99	87	R$1.043,13	2024NE000037	424	R$11,99	87	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	42	Erlenmeyer 500 ml	12	R$18,99	12	R$227,88	2024NE000037	424	R$18,99	12	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	43	Erlenmeyer 125 ml	60	R$10,97	60	R$658,20	2024NE000037	424	R$10,97	60	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	51	Funil 500 ml	11	R$30,00	11	R$330,00	2024NE000037	424	R$30,00	11	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	53	Lâmina 75 mm	20	R$8,03	20	R$160,60	2024NE000037	424	R$8,03	20	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	54	Laminula 20 mm	650	R$2,99	650	R$1.943,50	2024NE000037	424	R$2,99	650	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	61	Pipeta 2 ml	30	R$3,99	30	R$119,70	2024NE000037	424	R$3,99	30	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	66	Ponteira 250 mcl	1600	R$11,27	1600	R$18.032,00	2024NE000037	424	R$11,27	1600	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	72	Proveta 100 ml	10	R$21,99	10	R$219,90	2024NE000037	424	R$21,99	10	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037452/2024-79	47.756.053/0001-09	SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA	SP	R$24.390,62	R$24.390,62	86	Vidro 10 cm	15	R$6,59	15	R$98,85	2024NE000037	424	R$6,59	15	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	6	Acetato de etila	29	R$38,98	0	R$ -	N/A	N/A	R$38,98	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	12	Ácido cloridrico	9	R$35,60	0	R$ -	N/A	N/A	R$35,60	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	13	Ácido etilenodiamino.	2000	R$0,13	0	R$ -	N/A	N/A	R$0,13	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	14	Ácido fosfórico	10	R$54,86	0	R$ -	N/A	N/A	R$54,86	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	23	Álcool propilico	25	R$60,02	0	R$ -	N/A	N/A	R$60,02	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	27	Carbonato de sódio	2	R$37,28	0	R$ -	N/A	N/A	R$37,28	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	37	Éter de petróleo	12	R$80,25	0	R$ -	N/A	N/A	R$80,25	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	42	Hidróxido de amônio	5	R$23,65	0	R$ -	N/A	N/A	R$23,65	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	44	Lauril sulfato de sódio	5	R$134,97	0	R$ -	N/A	N/A	R$134,97	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	49	Metabissulfito de potássio	3000	R$0,06	0	R$ -	N/A	N/A	R$0,06	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	52	Nitrito de sódio	100	R$0,08	0	R$ -	N/A	N/A	R$0,08	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	61	Sulfato de cobre II	5	R$84,18	0	R$ -	N/A	N/A	R$84,18	0	0	R$ -
